Composition,Crystal,Processing,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,DOI,TITLE,YEAR,SOURCE,ReducedFormula,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,radius_TC,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,radius,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,volume,Tm_ROM,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
HfTaTiNbCr,MIX,arc melting,,1,298.15000000,1258.00000000,,18.60000000,,https://doi.org/10.1007/s11837-020-04557-y,Microstructure and Mechanical Properties of a New Refractory Equiatomic CrHfNbTaTi High-Entropy Alloy,2021,S9,HfTaTiNbCr,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.05625256,176.23826726,0.28076773,0.24361481,0.04156270,1.61190140,0.08567743,0.04391924,0.04852451,0.00676633,0.02781844,0.19149076,0.20479410,1.61729932,110.44147200,4.80000000,1.52000000,0.16367231,17.54300665,2533.40000000,149.80000000,58.80000000,152.80000000,0.32800000,2.47960000,2.82080000,1.05720000,3.44712000,0.75280000,1.00547700,0.14800000,1.76360000,10.45388100,0.06527370,0.18234754,0.52179576,0.47430986,0.05075744,0.01556040,0.14360622,0.04331826,0.33866486,0.09363205,0.32646543,0.08612572,16.67065379,6.72312219,9.45262746,3.74707758,0.71815000,1.97619048,0.23027266,4.10094960,0.11768769,2987.81656993,3.10765975,2208.32297945
HfTaTiNbMo,BCC,spark plasma sintering (SPS),,1,298.15000000,2230.00000000,,27.36750000,,https://doi.org/10.1016/j.msea.2024.146830,Achieved strength-plastic trade-off in HfMoNbTaTi refractory high-entropy alloy via powder metallurgy process,2024,S9,HfTaTiNbMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.09012376,180.71553924,0.07362192,0.03646900,-0.06645961,1.63059560,0.00244900,-0.03463636,-0.03470392,-0.07178927,0.07469424,0.23341703,0.24231096,1.63522319,119.23025200,4.80000000,1.62000000,0.15872279,18.16048351,2676.60000000,171.80000000,61.00000000,162.80000000,0.34800000,2.61960000,2.81060000,1.10920000,3.49248000,0.72800000,1.04221020,0.15200000,1.70140000,10.90205701,0.03901897,0.12229383,0.56977532,0.55543202,0.02916676,0.00879751,0.08759775,0.02656454,0.35563650,0.10025706,0.35664531,0.09822612,17.49495921,6.67848496,10.28268438,3.86071429,0.72760000,2.06748466,0.08854565,151.58009512,0.11139132,1932.54957759,2.63524776,1369.78001402
HfTaTiNbV,BCC,vacuum arc remelting,,1,298.15000000,1350.00000000,,45.00000000,,https://doi.org/10.1016/j.jmst.2020.10.073,A novel HfNbTaTiV high-entropy alloy of superior mechanical properties designed on the principle of maximum lattice distortion,2021,S9,HfTaTiNbV,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.08055485,165.78407039,0.19815399,0.16100107,0.01092948,1.62690608,0.05296431,0.01165083,0.01581139,-0.02550209,0.02699347,0.15735736,0.15332775,1.63015954,110.23055200,4.60000000,1.51400000,0.13036390,18.03748807,2534.00000000,149.40000000,45.20000000,122.60000000,0.36000000,2.54400000,2.72540000,0.96720000,4.18400000,0.58560000,1.01950300,0.11800000,1.75820000,10.14787991,0.05026589,0.14912105,0.27326368,0.29161894,0.03832350,0.01094975,0.11341162,0.03199601,0.19711203,0.05469802,0.20945569,0.05803771,12.93414575,5.08417679,7.35647011,4.65403005,0.90956522,2.12500000,0.12016304,6.63544958,0.11765983,1934.96864471,2.25447823,1309.71318408
HfTiNbV,BCC,vacuum arc melting,,1,298.15000000,958.00000000,,50.00000000,,https://doi.org/10.1016/j.jallcom.2022.166986,Microstructure evolution and mechanical properties of NbHfTiVCx novel refractory high entropy alloys with variable carbon content,2022,S9,HfTiNbV,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.07424766,157.99431270,0.23068696,0.18424581,0.01001181,1.62516053,0.06108812,0.01579330,0.01464697,-0.03064785,0.01288615,0.12740037,0.11557139,1.62682192,92.55122000,4.50000000,1.51750000,0.11451422,17.97949154,2345.00000000,136.75000000,39.75000000,106.75000000,0.36500000,2.39250000,2.63575000,0.83400000,4.42000000,0.55050000,0.88014800,0.07250000,1.80175000,8.54779575,0.05617655,0.16721902,0.16340102,0.17315964,0.04334798,0.01399132,0.12818388,0.04097330,0.13227140,0.04410715,0.14118684,0.04852033,11.36240413,4.74917623,6.30631560,4.78792007,0.98222222,2.14960630,0.15109044,4.58579264,0.12714286,2013.11352574,2.14953198,1341.60234005
HfZr2(Ti2V)2,BCC,CAST,3.31534000,1,298.15000000,1160.00000000,,50.00000000,,10.1007/s40195-019-00921-3,A Novel Series of Refractory High-Entropy Alloys Ti2ZrHf0.5VNbx with High Specific Yield Strength and Good Ductility,2019,S5,HfZr2(Ti2V)2,0.11100000,0.22200000,0.44400000,0.22200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010968,3.10310100,129.57520271,0.26980979,0.20752275,0.02453994,1.64122426,0.07486214,0.03169002,0.01257510,-0.03059701,-0.00227026,0.03460376,0.00775991,1.64209045,72.69877778,4.22222222,1.48666667,0.03687402,18.51792809,2099.11111111,115.55555556,40.66666667,103.55555556,0.34111111,2.20411111,2.51733333,0.57322222,4.91088889,0.43622222,0.98245467,-0.02222222,1.94411111,6.51904697,0.06225389,0.18505139,0.15465543,0.23077900,0.04831606,0.01587767,0.14222839,0.04711839,0.12733983,0.04678038,0.19522336,0.07199446,11.73933071,5.32610659,6.03840523,5.77075904,1.16310526,2.03541315,0.21367135,3.07532346,0.14203631,2191.98111337,2.33665121,1500.38086708
HfZr2Ti4NbV2,BCC,CAST,3.16050000,1,298.15000000,1065.00000000,,50.00000000,,10.1007/s40195-019-00921-3,A Novel Series of Refractory High-Entropy Alloys Ti2ZrHf0.5VNbx with High Specific Yield Strength and Good Ductility,2019,S5,HfZr2Ti4NbV2,0.10000000,0.20000000,0.40000000,0.10000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012674,3.09947496,134.26016355,0.23425392,0.17819559,0.02254235,1.63966499,0.06451750,0.02278746,0.00845917,-0.03327087,-0.00233956,0.05528094,0.04279618,1.64017163,74.71953800,4.30000000,1.49800000,0.05762050,18.46519839,2164.20000000,121.00000000,40.40000000,103.70000000,0.34700000,2.24920000,2.53410000,0.63890000,4.64540000,0.46000000,0.93841480,0.01000000,1.89520000,6.71938606,0.05914802,0.17632397,0.14900908,0.21867116,0.04559515,0.01356318,0.13433282,0.04025457,0.12141053,0.04127667,0.18462261,0.06187667,11.65127147,5.18018472,6.14777938,5.50891304,1.08032558,2.06278714,0.17059163,4.25156480,0.13776453,2078.45551210,2.26140752,1408.20713666
HfZrScTaMo,BCC,vacuum arc melting,,1,298.15000000,1778.00000000,,27.00000000,,https://doi.org/10.1016/j.ijrmhm.2021.105568,Microstructure and mechanical properties of a novel refractory high entropy alloy HfMoScTaZr,2021,S9,HfZrScTaMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.21523996,142.08569504,0.10697955,0.08291824,-0.01649678,1.69846972,0.03185989,0.01555914,0.00779858,-0.00850217,0.03639628,0.12320925,0.14182698,1.70143184,118.31155840,4.40000000,1.53000000,0.09519603,20.52400125,2526.80000000,146.00000000,57.00000000,146.80000000,0.32800000,2.32360000,2.49780000,0.91180000,4.08788000,0.60420000,1.07268300,0.07544540,1.58600000,9.57226110,0.05786071,0.17096401,0.65408252,0.68888578,0.04569330,0.01222895,0.13574111,0.03604192,0.39883791,0.11049762,0.43005945,0.11453109,17.02822958,7.32838250,10.73658864,4.13406157,0.92906364,1.97619048,0.18559876,10.99951802,0.11799509,2657.81363562,3.37617950,2001.68584710
HfZrTaNb,BCC,ANNEAL,5.59580000,1,298.15000000,2310.00000000,,5.86000000,,10.1016/j.actamat.2016.01.018,Structural-disorder and its effect on mechanical properties in single-phase TaNbHfZr high-entropy alloy,2016,S5,HfZrTaNb,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.19907352,156.38858644,0.10887002,0.06876784,-0.00030339,1.69318979,0.07725453,0.03600691,0.03715235,-0.00409527,-0.00490812,0.10317516,0.13007271,1.69287693,135.89206500,4.50000000,1.43250000,0.10808328,20.33319060,2668.50000000,142.75000000,42.00000000,109.00000000,0.36250000,2.49950000,2.54850000,0.86375000,4.01675000,0.51750000,0.99515975,0.08500000,1.68475000,11.09782725,0.03968691,0.12032596,0.35033188,0.42712310,0.03149123,0.00858743,0.09496634,0.02564496,0.23085955,0.08168124,0.28604418,0.09600362,12.50811209,5.00424569,7.42431345,4.92463768,0.89261111,2.13725490,0.08862862,4.12640232,0.11172944,1361.05341614,2.05462026,893.17280303
HfZrTaNbMo,BCC,CAST,,1,298.15000000,1524.00000000,,16.00000000,,10.3390/e21010015,Effects of Mo  Nb  Ta  Ti  and Zr on Mechanical Properties of Equiatomic Hf-Mo-Nb-Ta-Ti-Zr Alloys,2018,S5,HfZrTaNbMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.14287968,177.37065726,0.09007462,0.05799288,-0.03122316,1.65990718,0.02170854,-0.01462408,-0.01037321,-0.04670582,0.05648054,0.22109894,0.24546232,1.66314042,127.90165200,4.80000000,1.57800000,0.16461840,19.15755226,2714.00000000,168.60000000,58.80000000,153.00000000,0.35200000,2.59960000,2.72960000,1.09900000,3.41088000,0.69900000,0.97663320,0.15600000,1.63060000,11.08627198,0.04997143,0.15233464,0.61369820,0.63630732,0.03887470,0.00963185,0.11594333,0.02845751,0.37653403,0.10563930,0.40869708,0.10844692,17.16714054,6.60376233,10.52811269,3.90500715,0.71060000,2.08641975,0.14488578,17.33909104,0.10985630,2527.25727373,3.12116850,1869.82315773
HfZrTaTi2Nb2VMoW,BCC,vacuum arc melting,,1,298.15000000,1700.00000000,,30.00000000,,https://doi.org/10.1002/adem.202100225,Effect of Ti and Nb Contents on Microstructure and Mechanical Properties of HfZrVTaMoWTixNby Refractory High-Entropy Alloys,2021,S9,HfZrTaTi2Nb2VMoW,0.10000000,0.10000000,0.10000000,0.20000000,0.20000000,0.10000000,0.10000000,0.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00017453,3.07217911,177.23337973,0.13130218,0.09824009,-0.01762388,1.62216235,0.01889347,-0.01698652,-0.01416862,-0.05004861,0.05057791,0.21750872,0.24143068,1.62572729,106.29301400,4.80000000,1.65600000,0.16693080,17.88016662,2608.00000000,169.70000000,62.80000000,164.10000000,0.34500000,2.61500000,2.83980000,1.13950000,3.44949000,0.74580000,0.95063470,0.16900000,1.70030000,9.87148646,0.04966552,0.15230751,0.67192169,0.66305097,0.03739476,0.00572317,0.11039511,0.01685631,0.36568224,0.06311882,0.37939214,0.06287219,17.91805208,6.85202756,10.53817096,3.80772325,0.71864375,2.05343511,0.13155747,24.09148576,0.11432132,2641.80671158,3.07797940,1948.16027617
HfZrTaTi2NbVMoW,MIX,vacuum arc melting,,1,298.15000000,1770.00000000,,13.50000000,,https://doi.org/10.1002/adem.202100225,Effect of Ti and Nb Contents on Microstructure and Mechanical Properties of HfZrVTaMoWTixNby Refractory High-Entropy Alloys,2021,S9,HfZrTaTi2NbVMoW,0.11100000,0.11100000,0.11100000,0.22200000,0.11100000,0.11100000,0.11100000,0.11100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00017598,3.06991557,177.32322068,0.14223684,0.10550118,-0.01869077,1.62200634,0.03291581,-0.00350283,-0.00381985,-0.04023849,0.04353106,0.20186097,0.22816574,1.62452948,107.78041778,4.77777778,1.66222222,0.15832991,17.87500819,2592.22222222,169.66666667,65.55555556,170.66666667,0.33888889,2.61055556,2.85700000,1.12944444,3.58210000,0.75377778,0.99603233,0.15444444,1.72755556,10.01251102,0.05235342,0.16059686,0.66534869,0.66091857,0.03963414,0.00649443,0.11694375,0.01926405,0.37931994,0.06790390,0.39563497,0.07027412,18.70246636,7.16417098,10.82597101,3.79024175,0.74974186,2.02521008,0.13913319,13.85886863,0.11501715,2905.52083308,3.29705964,2176.81253147
HfZrTaTiMo,BCC,CAST,5.31160000,1,298.15000000,1600.00000000,1743.00000000,4.00000000,,10.1016/j.intermet.2015.03.013,Enhanced mechanical properties of HfMoTaTiZr and HfMoNbTaTiZr refractory high-entropy alloys,2015,S5,HfZrTaTiMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.13830819,164.38295936,0.12991549,0.08081252,-0.04597909,1.65648758,0.05807388,0.01842665,0.00897092,-0.03067631,0.02092263,0.12908237,0.15984571,1.66072129,118.89377600,4.60000000,1.56600000,0.10815974,19.03939589,2552.20000000,156.00000000,60.00000000,155.20000000,0.33600000,2.48860000,2.69580000,0.92600000,3.96548000,0.64320000,1.09743540,0.07600000,1.76980000,10.36944112,0.05071719,0.15555104,0.59113826,0.62090673,0.03939552,0.00956216,0.11764321,0.02823000,0.36955041,0.10295708,0.40604176,0.10669234,17.48140236,7.02459309,9.87761462,4.19123134,0.86206087,2.01204819,0.14664389,6.09510122,0.11682078,2526.41463183,3.13288829,1870.83978752
HfZrTaTiNb,BCC,vacuum arc remelting,,1,298.15000000,900.00000000,,44.50000000,,https://doi.org/10.1016/j.jmst.2020.10.073,A novel HfNbTaTiV high-entropy alloy of superior mechanical properties designed on the principle of maximum lattice distortion,2021,S9,HfZrTaTiNb,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.17523461,147.40813347,0.13576187,0.08665891,-0.00835625,1.67773632,0.07318701,0.03022910,0.02408404,-0.01887386,-0.01449557,0.06438016,0.08982691,1.68026192,118.28705200,4.40000000,1.45400000,0.07887573,19.78152303,2523.00000000,135.60000000,42.40000000,110.40000000,0.35400000,2.41960000,2.54200000,0.76400000,4.21920000,0.49300000,1.02534120,0.04800000,1.77800000,9.92948848,0.04023782,0.12397709,0.31096320,0.37803765,0.03151117,0.00769545,0.09503376,0.02299041,0.20925790,0.06205392,0.26052880,0.07254599,12.51199020,5.17109861,7.03711485,5.15618661,0.95890909,2.09597523,0.08124698,4.78112767,0.11817281,1393.18123849,2.03193714,910.69859273
HfZrTaTiNb2VMoW,MIX,vacuum arc melting,,1,298.15000000,1720.00000000,,14.00000000,,https://doi.org/10.1002/adem.202100225,Effect of Ti and Nb Contents on Microstructure and Mechanical Properties of HfZrVTaMoWTixNby Refractory High-Entropy Alloys,2021,S9,HfZrTaTiNb2VMoW,0.11100000,0.11100000,0.11100000,0.11100000,0.22200000,0.11100000,0.11100000,0.11100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00017598,3.07549390,184.53860841,0.12940034,0.10212092,-0.01364317,1.62316261,0.01128311,-0.02365317,-0.01599631,-0.05093259,0.05866054,0.24835637,0.27545279,1.62748140,112.78479333,4.88888889,1.66888889,0.18969583,17.91326282,2682.11111111,176.66666667,64.88888889,169.44444444,0.34777778,2.67222222,2.87577778,1.22555556,3.27398889,0.78477778,0.92892000,0.19888889,1.65022222,10.45502906,0.05229942,0.16006864,0.67786595,0.66948347,0.03964870,0.00649486,0.11697743,0.01924364,0.38413331,0.07367374,0.39835807,0.07351988,18.52546853,6.93260777,11.22604476,3.66444853,0.66967955,2.06643952,0.13835748,41.83194015,0.11116243,2941.35376954,3.30748058,2205.20885097
HfZrTaTiNbAl,BCC,CAST,4.32180000,1,298.15000000,1489.00000000,1900.00000000,21.00000000,,10.1016/j.jallcom.2014.11.064,Effect of Al addition on mechanical properties and microstructure of refractory AlxHfNbTaTiZr alloys,2015,S5,HfZrTaTiNbAl,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015454,3.14726863,135.46681701,0.05160103,0.01068190,-0.10768610,1.65352560,-0.05411830,-0.07457014,-0.09503744,-0.11548927,-0.00426086,0.05709036,0.04146766,1.66546296,103.06946643,4.16666667,1.48000000,0.06135122,18.93744488,2258.05333333,125.66666667,39.66666667,103.66666667,0.35333333,2.20966667,2.31816667,0.70933333,3.64131667,0.43583333,1.04111767,0.02923383,1.60883333,9.03770247,0.04770089,0.13576954,0.34031020,0.39517149,0.03672946,0.00784887,0.09899321,0.02167035,0.22558746,0.05802778,0.26006507,0.06518230,11.53648390,5.22091593,7.17071412,5.31892925,0.87391600,2.09278351,0.07811010,6.44801061,0.13203851,1468.24854191,1.93151386,942.29350681
HfZrTaTiNbMo,BCC,CAST,4.94900000,1,298.15000000,1512.00000000,1800.00000000,12.00000000,,10.1016/j.matlet.2016.03.133,Solution strengthening of ductile refractory HfMoxNbTaTiZr high-entropy alloys,2016,S5,HfZrTaTiNbMo,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015454,3.13022485,166.38993465,0.10607677,0.06515763,-0.03824285,1.65183047,0.03222071,-0.00668414,-0.00869843,-0.04760328,0.03662565,0.16748190,0.19294543,1.65644378,114.56254333,4.66666667,1.57166667,0.13085625,18.87926262,2585.16666667,158.33333333,56.33333333,146.83333333,0.34666667,2.51633333,2.69400000,0.97666667,3.68056667,0.64833333,1.00487217,0.11333333,1.71733333,10.07643743,0.04713014,0.14558312,0.59289823,0.61250352,0.03619492,0.00777022,0.10813385,0.02306140,0.34470306,0.08843871,0.37475504,0.09026853,16.36695002,6.50428534,9.53044450,4.15526992,0.78869286,2.06122449,0.11810094,12.39907220,0.11533106,2242.60199847,2.83600937,1620.73903859
HfZrTaTiNbMoW,BCC,CAST,,1,298.15000000,1637.00000000,,15.50000000,,10.1016/j.jallcom.2019.06.138,Microstructures and mechanical properties of HfNbTaTiZrW and HfNbTaTiZrMoW refractory high-entropy alloys,2019,S5,HfZrTaTiNbMoW,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.14300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016777,3.10227676,185.39729546,0.09614350,0.06106995,-0.03093854,1.63878613,0.03084431,-0.00556987,-0.00422923,-0.04064341,0.04911770,0.22254045,0.26533228,1.64165428,124.45932286,4.85714286,1.68428571,0.17342275,18.43552234,2743.71428571,180.00000000,71.28571429,184.57142857,0.33714286,2.68185714,2.88128571,1.21000000,3.25212857,0.81085714,1.00417614,0.17428571,1.67128571,11.21040701,0.04864664,0.15095916,0.67241562,0.67405041,0.03708607,0.00729019,0.11010796,0.02154664,0.42396782,0.08145977,0.44246922,0.08151957,20.54762439,7.66171474,12.29450130,3.55338266,0.66955588,2.01724138,0.12689689,14.92348892,0.10866656,2893.99183592,3.53890705,2201.63159126
HfZrTaTiNbW,BCC,arc melting,5.72320000,1,298.15000000,1726.00000000,,20.70000000,,https://doi.org/10.1016/j.jallcom.2022.165187,Microstructures and mechanical properties of TiZrHfNbTaWx refractory high entropy alloys,2022,S9,HfZrTaTiNbW,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.16700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00015454,3.13241999,172.74702127,0.12597958,0.08506045,-0.01228181,1.65737471,0.05824343,0.01939425,0.01732429,-0.02152488,0.01297537,0.15017544,0.19521166,1.65760539,129.21254333,4.66666667,1.60500000,0.13720006,19.07000182,2718.33333333,164.66666667,62.16666667,160.50000000,0.34166667,2.62883333,2.78583333,1.07166667,3.62958333,0.70850000,1.02111767,0.13000000,1.71416667,11.25131631,0.04577256,0.14031788,0.73687535,0.73724789,0.03528633,0.00763477,0.10508842,0.02261139,0.38316388,0.10222571,0.40702110,0.10237562,18.12237543,6.89369508,10.57211984,3.93201600,0.77776786,2.03797468,0.11358380,7.21259465,0.10968118,2320.83880433,3.06136998,1709.26526083
HfZrTiNb,BCC,CAST,3.43980000,1,298.15000000,1000.00000000,,52.00000000,,10.1007/s12598-019-01310-6,Microstructure and mechanical properties of NbZrTi and NbHfZrTi alloys,2019,S5,HfZrTiNb,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.19748986,135.02439155,0.14722703,0.08584833,-0.02609310,1.69023213,0.07140231,0.02440272,0.01002361,-0.03697598,-0.02310184,0.02705218,0.03799173,1.69203889,102.62184500,4.25000000,1.44250000,0.05015401,20.22682280,2331.25000000,119.50000000,36.25000000,91.50000000,0.35750000,2.23700000,2.40650000,0.58000000,4.46400000,0.43475000,0.88744575,-0.01500000,1.82650000,8.42483769,0.04139591,0.12522493,0.14646042,0.21617531,0.03284524,0.00892254,0.09872548,0.02657059,0.11215883,0.03488936,0.17125063,0.04996848,10.77683411,4.81753872,5.90026505,5.53536515,1.05035294,2.11284047,0.08708217,3.90036175,0.12789276,1220.08385209,1.79779563,761.61441358
HfZrTiNbCr,BCC,ANNEAL,,1,298.15000000,1420.00000000,1885.00000000,3.60000000,,10.1016/j.ijrmhm.2014.07.009,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,2014,S5,HfZrTiNbCr,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.10588909,155.80202938,0.33172580,0.28262284,0.06291820,1.64161072,0.08181798,0.03868025,0.03271502,-0.01042271,-0.00404640,0.11917810,0.13395197,1.64356585,92.49669600,4.60000000,1.48600000,0.12322450,18.53101249,2301.00000000,128.00000000,52.00000000,129.00000000,0.32800000,2.24960000,2.62620000,0.82000000,3.72332000,0.65760000,0.85372880,0.07200000,1.80620000,8.28850999,0.07605248,0.21174881,0.61261396,0.59735209,0.06003923,0.01784532,0.17050295,0.04982123,0.33158386,0.10569215,0.34412683,0.10398936,15.01448211,6.67428970,8.31274616,3.99361314,0.80941739,1.97619048,0.28758198,3.90045181,0.12957410,3225.08663901,3.20726850,2401.20384733
HfZrTiNbMo,BCC,ANNEAL,,1,298.15000000,1575.00000000,1640.00000000,13.00000000,,10.1016/j.matdes.2015.05.019,Microstructure and mechanical properties of refractory MoNbHfZrTi high-entropy alloy,2015,S5,HfZrTiNbMo,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.13673492,160.27930136,0.11843962,0.06933665,-0.04881942,1.65594704,0.03372155,-0.00794206,-0.01538141,-0.05704502,0.02478212,0.14305710,0.17020638,1.65988876,101.28547600,4.60000000,1.58600000,0.11827498,19.02076306,2444.20000000,150.00000000,54.20000000,139.00000000,0.34800000,2.38960000,2.61600000,0.87200000,3.76868000,0.63280000,0.89046200,0.07600000,1.74400000,8.84236894,0.05080946,0.15575788,0.66813109,0.69520380,0.03945128,0.00955252,0.11757636,0.02824133,0.35011912,0.11211238,0.37554795,0.11532477,15.78638034,6.60628571,9.05182359,4.13400759,0.81927826,2.06748466,0.14017362,10.05255028,0.12198265,2370.61336523,2.88152073,1720.19346371
HfZrTiNbV,BCC,ANNEAL,,1,298.15000000,1120.00000000,1376.00000000,29.80000000,,10.1016/j.ijrmhm.2014.07.009,Experimental and theoretical study of Ti20Zr20Hf20Nb20X20 (X=V or Cr) refractory high-entropy alloys,2014,S5,HfZrTiNbV,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.13063119,145.34783251,0.24050592,0.19140296,0.02349325,1.65451291,0.06430509,0.02008727,0.01520212,-0.02901570,0.00054800,0.09046409,0.08340717,1.65665880,92.28577600,4.40000000,1.48000000,0.08991608,18.97138745,2301.60000000,127.60000000,38.40000000,98.80000000,0.36000000,2.31400000,2.53080000,0.73000000,4.46020000,0.49040000,0.86775480,0.04200000,1.80080000,8.07765069,0.06157526,0.18033713,0.16682935,0.23216779,0.04821883,0.01327323,0.14217207,0.03874206,0.13078180,0.03192217,0.18761209,0.04763597,11.17476038,4.82919636,6.20544223,5.16068515,1.01368182,2.12500000,0.17175433,4.96399803,0.12954032,2118.01162068,2.28661307,1440.03589697
